"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count","year_film","year_ceremony","ceremony","category","name","winner"
FALSE,"/ebgjvr2dwubTYzOfa419bAzumQ0.jpg",
